i_dblp,j_sch,dblp_id,sch_id,cos_title
372,13579,conf/sigmod/MaddenSHR02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945725%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0
442,52255,conf/sigmod/AltinelLKMPLWB02,7lPu8hBgKksJ,0.3146790327644618
2002,62384,conf/vldb/Amer-YahiaFSX03,b2r9OZJJ4sgJ,0.0
193,58344,journals/sigmod/LeeF01,CYMEZBP9hBsJ,0.008442953228964312
741,35518,conf/sigmod/RoySSB00,B855ccGhBu4J,0.004998137564364622
332,46610,conf/sigmod/ChaudhuriGGM03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1016031%26type%3Dpdf,0.03126787512839293
2439,24451,journals/vldb/AlbanoGO95,vrD2aAK6G-wJ,0.7847074856542506
1040,56496,conf/vldb/ChungCLL01,c-MP8R47zVIJ,0.0
112,31560,journals/sigmod/HuangKL02,xcRKDHBIUb8J,0.007566796282572804
148,35189,journals/sigmod/EisenbergM01,Ciq01lHglkAJ,0.0
2021,46569,conf/vldb/LimWV03,YHUN_yiwIOUJ,0.0
505,8631,journals/sigmod/GuptaHR97,JqLpS6Kq6CIJ,0.0
1864,53001,journals/sigmod/MalaikaEM03,P4GlaTbxOpEJ,0.0
1197,32536,conf/sigmod/ReinwaldP98,y_H9p9Lqj3IJ,0.5284234441449206
906,27634,journals/tods/BeneventanoBS03,AgqQVeQ7A0AJ,0.0
220,40892,conf/vldb/LitwinNS94,FhyWT1pyLnUJ,0.8346631466620118
439,57969,conf/sigmod/HanWDPW02,OtWd0BN7XWoJ,0.0
2048,58945,conf/vldb/IwerksSS03,-DvIEFe1vQ0J,0.0
2237,10357,journals/tods/WinslettSQ94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187462%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0
2277,30135,journals/tods/WangBBJ97,I-yhgAxp9OQJ,0.7137646068773881
939,53596,conf/sigmod/FlorescuLMS99,UkIG8p5eCSsJ,0.0
1242,25489,conf/sigmod/ONeilQ97,6twtfqrudGcJ,1.0
858,30976,conf/sigmod/LiBCS00,H19xw76hkEYJ,0.0
467,35292,conf/sigmod/ThaperGIK02,855tuDOhjl4J,1.0
209,26366,journals/sigmod/TianDCZ02,KIPb9Dqda-AJ,0.009655486159347137
1368,47293,conf/vldb/ShanmugasundaramGTZDN99,dycZ24ft99wJ,0.41266690511679305
2427,47048,journals/vldb/KellerB96,Gbeuku4fC18J,0.005101923515913212
2163,14730,conf/vldb/YuSLJ02,f6JFkfhawW8J,0.0
2232,52242,journals/tods/RosenthalR94,fW9j2V5gnUMJ,0.0
2139,7920,conf/vldb/AgrawalKSX02,HAaZcc7-vqAJ,0.0
1392,13355,conf/sigmod/HullZ96,pO6SFdVGt5QJ,0.018851828409509722
405,31381,conf/sigmod/ArasuBBDIRW03,kpLW9e4Cr94J,0.0
330,50455,conf/sigmod/GangulyGR03,Sd2EpYgsgYEJ,0.041097892084329485
1115,39650,conf/sigmod/ChaudhuriMN98,niAPzsMp2igJ,0.9536606646270723
1431,47992,conf/vldb/ChanI99,rIn20xqxpkUJ,0.0
1793,36330,conf/sigmod/AgrawalCFGHIIMMSS94,1HAB-tuw7N4J,0.0
807,37053,conf/sigmod/ChoG00,iyliEUBEyhwJ,0.0
220,33321,conf/vldb/LitwinNS94,QzFRa87b4HEJ,0.17351108135129972
1280,13299,conf/sigmod/GebhardtJJ97,url:http://www.springerlink.com/index/CBHRGBHFTW90N54X.pdf,0.0
2021,61040,conf/vldb/LimWV03,tbuNzuDUSFYJ,0.004561277886302936
1480,41468,conf/vldb/BaulierBGJGKKMMNNRSS98,VQ41LtuXMrUJ,1.0
1849,20397,conf/vldb/HaasKWY97,6TrmUUoylzIJ,0.9999999999999999
343,25026,conf/sigmod/MaddenFHH03,VKL01W7jM14J,0.357195975098572
1465,60593,conf/vldb/RaoR99,ESJ_s7VCnosJ,0.0
2510,38573,conf/vldb/BertinoBFS96,NYQMkdaH2egJ,0.03689172359567226
1306,24319,conf/vldb/DiaoLCT00,W0ziAVcSPRYJ,0.0
575,42530,conf/sigmod/FernandezMS01,8hDo6qczOzMJ,0.023209714255493123
1189,2042,conf/sigmod/CeriFP98,b6-zHfA02TgJ,0.0
1231,60362,conf/sigmod/GravanoCGP97,MdwCZg0RBHYJ,0.0
247,8699,conf/sigmod/WangPFY03,C8tFxD-_W10J,0.809904037627514
543,11501,journals/sigmod/FlorescuLM98,q5OOyzSAlC8J,0.44861252337842245
1115,31140,conf/sigmod/ChaudhuriMN98,3fEogSGG3wQJ,0.623951204469145
1793,6128,conf/sigmod/AgrawalCFGHIIMMSS94,LWXzOXyOy24J,0.0
2323,12709,journals/vldb/FernandezFLS00,W3H34LBUMtoJ,0.16171030401264203
2410,57186,journals/vldb/RahmB01,jn3pvb3hRzwJ,0.0
187,19386,conf/vldb/MartinC94,n23cRMqSXn8J,0.0
161,28553,journals/sigmod/ShethMKA01,XHl5LVZdnDsJ,0.00600671066162713
204,18801,conf/sigmod/BabcockBDM03,url:http://doi.ieeecomputersociety.org/10.1109/TKDE.2004.75,0.005151381301172283
2096,40811,conf/vldb/AgrawalSX02,P3GB0IRKc2IJ,0.08129895388278437
2495,46936,journals/sigmod/WinslettMY03,EQsWWZdE45wJ,0.0
987,59628,conf/sigmod/RundensteinerCLCZNJLW99,O73WtNNtPvAJ,0.0
186,61040,conf/sigmod/WangJLY03,tbuNzuDUSFYJ,0.004815159982079074
417,7016,conf/sigmod/LakshmananPZ03a,-EMZt7FrF4QJ,0.2699408857837987
539,8699,conf/sigmod/LuWYBLY02,C8tFxD-_W10J,0.0
777,32434,conf/sigmod/ChenDLT00,nh2FuiC6fHgJ,0.0
2345,64146,journals/vldb/ChenHY97,url:http://portal.acm.org/citation.cfm%3Fdoid%3D263690.264337,0.0
374,39399,journals/sigmod/BollKB98,94o1Jm8zbxcJ,0.1987193069245368
2000,24484,conf/vldb/YangLH03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027720%26type%3Dpdf,0.007283066619187095
984,39328,conf/sigmod/LiVCAHMWBCHIKSS99,WSQzzj42AkEJ,1.0
1480,59911,conf/vldb/BaulierBGJGKKMMNNRSS98,hGlBOUdolYUJ,0.0
986,52206,conf/vldb/DongHLPW01,CnAw9v-vEjwJ,0.0
2398,28694,journals/vldb/WangW01,qbxHq9qXVrUJ,0.0
1379,20609,conf/sigmod/HungYK96,s1jyKv0sbFMJ,0.47812993597356035
2345,39421,journals/vldb/ChenHY97,OLKQsRS0Pj0J,0.06414243348426218
1438,21189,conf/sigmod/PiatkoYLS96,yFaUjmOQp1wJ,0.006003189868373075
429,55671,journals/sigmod/CeriFP99,DoS7NkmUyYgJ,0.00682552757509526
1040,42993,conf/vldb/ChungCLL01,Knzz_bkGA00J,0.0
1337,23766,conf/vldb/LakshmananJN00,1n7AY641YyAJ,1.0
1251,47377,conf/vldb/CareyKSSS00,BMyrArt5VXAJ,0.013857375746806124
210,10486,journals/sigmod/Dogac02,url:http://portal.acm.org/citation.cfm%3Fid%3D945721.945727%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,1.0000000000000002
1809,33375,conf/vldb/WangYM97,sXn3gsd_5TAJ,0.704066823665275
1827,33200,journals/sigmod/DemersGRTY03,AAfuuc1tcoUJ,0.011306049829252682
2476,58721,journals/vldb/LeeW94,FPuBQ8-buIwJ,0.0
573,20337,conf/sigmod/HernandezMHYHT01,Rqg_slyUMYMJ,0.26106908424000275
858,29366,conf/sigmod/LiBCS00,lfIQpqzuXmAJ,0.0
247,31464,conf/sigmod/WangPFY03,isEy2RUnkkoJ,0.0
2128,25958,conf/vldb/ImielinskiB02,AhacU8AzwSUJ,0.0
227,4424,conf/vldb/LuOT94,EU43FznasMAJ,0.05966881629933317
2344,18608,journals/vldb/IoannidisNSS97,31oH64SXpRcJ,0.0
1382,6139,conf/sigmod/SrikantA96,NK4-1IUmQgIJ,0.009264214266493534
2402,57459,journals/vldb/JagadishKNS00,7J-gi_InWY0J,0.0
1628,3162,conf/sigmod/WangZS95,KugPczTC3oMJ,0.006866277935242655
2310,18243,journals/vldb/GarofalakisOS98,dW_pRNemQfsJ,0.4119185462032332
1367,23766,conf/vldb/JagadishLS99,1n7AY641YyAJ,0.02324728833916184
1969,44745,conf/vldb/MengLLA03,cSG6CP-ebS8J,0.5247191742110533
535,62082,conf/sigmod/ChenRW02,8xRHvInl0_0J,0.10838746563730844
1457,6663,conf/vldb/BernsteinPS99,Syu5W-3uFFAJ,0.016045984424375128
452,11308,conf/sigmod/RaoZML02,7Ucs6vmjHN0J,0.9614673511367671
656,37876,conf/sigmod/YuMWL01,89P3EdEDuOEJ,0.005201956800411348
345,63089,journals/sigmod/BertinoEH01,nQsk3GveFP0J,0.009417464898494415
1227,724,conf/sigmod/HellersteinHW97,mcDS-k71qpUJ,0.0
1476,7844,conf/sigmod/HarinarayanRU96,url:http://portal.acm.org/citation.cfm%3Fid%3D237661.237717%26dl%3DACM%26dl%3DACM%26type%3Dseries%26idx%3D237661%26part%3DProceedings%26WantType%3DProceedings%26title%3DSymposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0
252,38200,conf/sigmod/AgrawalES03,z_KvJGRMO5QJ,0.0
1643,14373,conf/vldb/LeeLWS97,4rJJdFvMmgYJ,0.0
1188,27564,conf/vldb/ZhouLZLZJT01,6AnVIVPKamEJ,0.0
1229,27565,conf/vldb/KemperKW99,q_A8Y8KY9WkJ,0.0045319169025841545
2209,42111,journals/tods/PetersO97,rjXtBHOlCRoJ,0.0
2450,31620,journals/vldb/NybergBCGL95,fXziEl_Htv8J,0.17672537610901884
186,14168,conf/sigmod/WangJLY03,17ABu2eLMFkJ,0.0
499,61462,conf/sigmod/TaoP02,2V2bnIgsY1kJ,0.15973666893179111
1021,47049,conf/vldb/SeegerBBKSDS01,Vi1lYeDZOI0J,0.020173068683231894
186,36799,conf/sigmod/WangJLY03,RI03CKUm82kJ,0.0
1285,2018,conf/sigmod/AgrawalASY97,8Vp0MLe7nMUJ,0.052116630492099164
1448,41609,conf/sigmod/RossSS96,fdRAYN0eaeMJ,0.0
2053,54780,conf/vldb/KangC02,E4Doqfl7-DQJ,0.0
819,6914,journals/sigmod/ONeilG95,YNkY3rC_4zQJ,1.0
7,58906,journals/sigmod/BargaL02,yXiRu4XZIBAJ,0.0
1394,14958,conf/sigmod/ChawatheRGW96,z6ehgYebw1YJ,0.233310860475192
52,45093,conf/vldb/Korth95,UZAQL1o-c0MJ,0.6668810092159329
2402,2882,journals/vldb/JagadishKNS00,YemauUgIzlcJ,0.0
91,44267,conf/vldb/AgrawalS94,zb_8GxDPOMYJ,0.19965118947747065
861,27704,journals/sigmod/DreyerDS94,bvFRYOianJUJ,0.0
507,6238,conf/sigmod/YangWYH02,RgRaBvNe1CUJ,0.0
1272,58537,conf/vldb/DiligentiCLGG00,xqNN8k_s29UJ,0.0
2334,26318,journals/vldb/HaasCLS97,bvyqSciFIjcJ,0.004162364077425138
2003,140,conf/vldb/ChenDZ03,pScXi8veb-oJ,0.0
215,34884,conf/vldb/DavisonG94,3WHusWxI6lEJ,0.0
1285,57429,conf/sigmod/AgrawalASY97,bDiNQAdf8nEJ,0.9999999999999999
727,59353,journals/sigmod/KarlapalemLS95,_qJmw0C7hQoJ,0.0
1249,38524,conf/sigmod/DoppelhammerHKK97,EyTvjJCb5WkJ,0.009312298546842818
1484,57080,conf/vldb/VenkataramanZ98,rv_Oj_sMF50J,0.0
367,18659,conf/sigmod/ZadorozhnyRVUB02,lovlkpxUzUsJ,0.006544367278874075
1393,48102,conf/vldb/Blum99,EYfIweE8pHEJ,0.9421060234747564
2495,35661,journals/sigmod/WinslettMY03,Pdhfb0V9jM8J,0.0
1489,58363,conf/vldb/BamfordBKM98,36y_7fnJdDQJ,0.0
2169,38874,conf/vldb/BettiniJWW02,18LZOGy5EAAJ,0.007767590226191075
288,60595,conf/sigmod/SunAA03,TmcyYF1CNsYJ,0.005384362781419822
849,18029,journals/tods/TaoSP03,EBhpR2FtescJ,0.004332475447653053
2391,44356,journals/vldb/Amer-YahiaCLS02,_-JZT1cOuZ8J,0.0
94,191,journals/sigmod/GobleR02a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507366%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.012657286052734215
2284,58230,journals/tods/DyresonS98,sAUncbolYJ8J,0.0
1000,27997,conf/sigmod/ChangG99,SysZOYlsWhsJ,0.0
923,46998,conf/sigmod/Greer99,oNPjyBZrURgJ,1.0
186,56531,conf/sigmod/WangJLY03,yNpfYfukA64J,0.0
439,6238,conf/sigmod/HanWDPW02,RgRaBvNe1CUJ,0.01751339504305422
2065,44536,conf/vldb/LeeWMS02,1kqMqQPPbwIJ,0.003369207921035955
1471,18722,conf/sigmod/DohertyHR96,kUA9e6YP8igJ,0.0
437,45038,conf/sigmod/MaddenH02,kjtuCATx_uoJ,0.04408649243539369
1021,63748,conf/vldb/SeegerBBKSDS01,3IFlpeKgLlAJ,0.12125125140384471
1720,46753,conf/sigmod/CareyDFHMNSSTTWZ94,7-j_EJr-0YcJ,0.0
2402,34507,journals/vldb/JagadishKNS00,iAYjhuQV_qMJ,0.0
1716,49263,conf/vldb/FlorescuLS98,-Zb4WBd1aNUJ,0.0
2182,10597,journals/tods/CeriFPT95,8k0tS22xvPcJ,0.014953906933643932
479,33371,conf/sigmod/DobraGGR02,dD4qUMoxnpEJ,0.0
1610,23203,conf/vldb/YangKL97,myKhIppwLC8J,0.006710889567057427
458,23634,conf/sigmod/ChaudhuriGN02,KrfR8djb3C8J,1.0
714,27761,journals/sigmod/Camps96,mDj9X3EN9ycJ,1.0
2391,45645,journals/vldb/Amer-YahiaCLS02,p5n3KKoHgMgJ,0.0
2195,29491,journals/tods/BellNNS96,0MteXOu7gzcJ,0.7253940422976937
156,24989,conf/vldb/ChakravarthyKAK94,_-vK9N_WmVwJ,0.005098690396888182
40,33674,journals/sigmod/SlivinskasJS02,inuIcjK-wgEJ,0.0
964,36045,conf/sigmod/AnkerstBKS99,bzQ27saNoRIJ,0.0
1276,56511,conf/sigmod/LivnyRBCDLMW97,ICoe8GLPWMIJ,0.03320240078553452
126,32694,conf/vldb/BrownMCL94,s9Z7TuA9l4sJ,0.0
250,62531,journals/sigmod/EisenbergM00,GKUflKzgAVEJ,0.055084542261946035
2057,3139,conf/vldb/SenkulKT02,g7HDbO4GCN4J,0.9999999999999998
872,23624,journals/sigmod/NorrieBSW94,bS7ihfBlVGYJ,0.0
1312,34476,conf/sigmod/BerchtoldK97,G__T5t9i4ZwJ,0.0
1687,29435,conf/sigmod/GravanoGT94,lEQ4uPFcizcJ,0.004220837484800656
2215,35970,journals/vldb/ChuaCL03,aPJnWocHLUwJ,0.0
1760,11254,conf/vldb/LabioG96,X-jmxnecLOEJ,0.018798425314300125
997,16156,conf/sigmod/RoussopoulosKS99,ZknlFLRnqLYJ,0.0
402,54442,conf/sigmod/ChandrasekaranCDFHHKMRS03,HTAP9c7dQagJ,0.07003542476151109
2262,12404,journals/tods/JajodiaSSS01,bhWLVCoDuNQJ,0.0
2493,22890,journals/sigmod/AilamakiG03,yC9kjEGBDL0J,0.014686807290818883
2513,48617,conf/vldb/AgarwalADGNRS96,iX8lBZBEgSwJ,0.5887045331972612
1615,3144,conf/vldb/HumborstadSHT97,TjJZGlCajbMJ,0.8692842438671342
1623,55464,conf/sigmod/DreyerDS95,AWM-7zzaO7wJ,0.09766285120361137
832,37407,conf/sigmod/RaoR00,iqZZMPppeKAJ,0.0
943,55705,conf/sigmod/AcharyaGPR99a,z7J4u1sJ52cJ,0.0
1252,28167,conf/sigmod/AdelbergGW97,SLQHHp9Ub7YJ,0.0
358,2061,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,RkUnSP2Vkj0J,0.03464530921719822
560,26139,conf/sigmod/BohmBKK01,VSQ0v1UlIvoJ,0.0
1931,34117,conf/vldb/PapadiasZMT03,__uz_kINodMJ,0.0
2277,25894,journals/tods/WangBBJ97,2e-NAgqt-joJ,0.0
2300,29261,journals/tods/ChaudhuriS99,4MaErPILRq8J,0.6151934604820614
2264,23188,journals/tods/BrunoCG02,2Ua-pWTof_YJ,0.0382750168026986
2323,53596,journals/vldb/FernandezFLS00,UkIG8p5eCSsJ,0.0
1249,43330,conf/sigmod/DoppelhammerHKK97,LUfRqM48JaEJ,0.8676482219888108
777,6367,conf/sigmod/ChenDLT00,fg5EE6R7xYwJ,0.05351270219207423
1151,25267,conf/vldb/LingLL00,DnlhkxolSmoJ,0.08225728545433228
1653,32833,conf/sigmod/HuangSW94,1oGAXJx7MpMJ,0.0
766,49777,conf/sigmod/LakhamrajuRSS00,Xm3ygCvkmN8J,0.0
952,706,conf/sigmod/AboulnagaC99,OuM0E0BhEXIJ,0.10460525323339359
1540,13708,conf/vldb/AnkerstBKS98,IM3o2AtDkhcJ,0.0
727,23219,journals/sigmod/KarlapalemLS95,B_m0Yp4aycUJ,0.8913628074924891
474,29189,conf/sigmod/GaoW02,bPuDjK-i9rYJ,0.0
1002,31560,conf/vldb/LiCHPALHAY01,xcRKDHBIUb8J,0.049935027792962786
261,57189,journals/sigmod/PaepckeGRC00,LcX8Pm2ABJsJ,0.0
2495,40467,journals/sigmod/WinslettMY03,Su_ZjtcH7I0J,0.0
838,43237,conf/sigmod/ChangBCLLS00,4dJTFKzOFIMJ,0.0
1613,7770,conf/vldb/RossS97,lf6JE5hJ_psJ,0.4191444531947981
1104,8832,conf/sigmod/SeidlK98,DOOggMfdGYoJ,0.0
1503,5131,conf/sigmod/LuMSS95,pz2VRTdXq1cJ,0.0
1647,58278,conf/sigmod/ImielinskiVB94,RcmGrB81X-4J,0.567441931334637
136,20684,journals/sigmod/LudascherMM01,PyzHbvS-dCkJ,0.5025665203011515
2128,1985,conf/vldb/ImielinskiB02,8EC1IBh8MZkJ,0.0
1084,17979,conf/vldb/AnSVKIG01,0NWTRArKqaMJ,0.05495602730679554
1391,62230,conf/vldb/GarofalakisRS99,GveQLUTEle8J,0.0
124,41800,conf/vldb/ColletCS94,uMutI8spj1QJ,1.0
1470,18954,conf/vldb/BonczMK99,JgdpgBpMDr4J,0.028947908350746007
197,42278,conf/sigmod/ChaudhuriGS03,mNdoyLMYPqgJ,0.0
2044,20946,conf/vldb/CormodeKMS03,tOTe7iddlmMJ,0.122552963642058
2344,39897,journals/vldb/IoannidisNSS97,Zp7wEnhqAykJ,0.0
1721,36508,conf/vldb/RoussopoulosK98,EWDPecQbT1AJ,0.2057598842315741
732,59002,conf/sigmod/AcharyaGP00,rcSfDxBif40J,0.04776786729949292
658,14730,conf/sigmod/ChenGK01,f6JFkfhawW8J,0.0
986,62302,conf/vldb/DongHLPW01,xsaovu54vl4J,0.040727838617830865
1276,42658,conf/sigmod/LivnyRBCDLMW97,1ms09_UeEH4J,0.035296885594586366
2021,17148,conf/vldb/LimWV03,T1TgIax4zVcJ,0.0
1435,34020,conf/vldb/ChaudhuriG99,mRIRFxOC8A8J,0.0
752,46041,conf/sigmod/MoonSL00,J-hdquISylkJ,0.0
1252,26207,conf/sigmod/AdelbergGW97,ilCT5UFnHxgJ,0.0
2300,48993,journals/tods/ChaudhuriS99,AyWUeJ5k2IoJ,0.0
881,33619,journals/tods/FernandezKSMT02,RKh78Q-rJLMJ,0.0
204,12466,conf/sigmod/BabcockBDM03,UqcwQtfL6nMJ,0.009927085454580155
1520,10157,conf/sigmod/MoleskyR95,aMk4gXnb8E4J,0.5714317712588302
2501,6646,journals/sigmod/Snodgrass02b,KENWBobILMwJ,1.0
1591,41888,conf/vldb/Amer-YahiaCD98,W0L9nOcuhmIJ,0.8150036988426221
1500,33102,conf/vldb/AbiteboulMRVW98,kuueK-yBQqMJ,0.9147766498632383
1073,12097,conf/sigmod/AgrawalGGR98,EQ0ys8s10vcJ,0.7796676376998781
166,57436,conf/vldb/LevySSZ94,8o0d8xLuwgUJ,0.0
1499,23051,conf/sigmod/AbiteboulCM95,hh9fQmB-eEEJ,0.0
2413,7930,journals/vldb/ChangG01,EhR3fz7f7vcJ,0.0
2029,17389,conf/vldb/JiangWL03,tQT_vVhAUSIJ,0.0
1496,1842,conf/vldb/GarofalakisIO98,QV20-69j6YYJ,0.008055398307986822
2061,19556,conf/vldb/BenediktCFRZZ02,_eHL311MgPgJ,0.0
478,18303,journals/sigmod/AtzeniMM97,4pkdRl98wMQJ,0.03334389857760104
215,9033,conf/vldb/DavisonG94,fN8wW3Y4FJkJ,1.0
829,54747,journals/sigmod/RisheSBDOALOSS95,pGU2Ew1AQkoJ,0.9999999999999999
1717,47073,conf/sigmod/PangCL94,G-Z-zAK4hW8J,0.0
1284,19864,conf/vldb/HinneburgAK00,OE8gpNwz8MkJ,0.1015877155763099
2112,3279,conf/vldb/DayalHL01,XwzOOLb-ZMIJ,1.0000000000000002
186,17148,conf/sigmod/WangJLY03,T1TgIax4zVcJ,0.0
1446,38127,conf/vldb/ChenCFGJMTW99,QiSf-FBUE8QJ,0.0
294,16681,conf/sigmod/DeshpandeNGS03,2qW1aIw7OJ4J,0.006557497259735788
404,19293,conf/sigmod/Amer-YahiaFSX03,Ypv2aH520MoJ,0.004097099002971118
